0,43.8
1,42.8
2,35.8
3,30.1
4,29.3
5,29.3
6,29.9
7,32.1
8,33.1
9,33.1
10,35.5
11,36.2
12,37.5
13,42.3
14,41.8
15,41.6
16,43.1
17,40.1
18,41.8
19,41.6
20,41.3
21,42.6
22,41.3
23,42.3
24,43.3
25,42.6
26,43.3
27,43.3
28,42.1
29,44.6
30,44.3
31,42.8
32,42.8
33,42.6
34,43.6
35,43.1
36,44.1
37,44.1
38,43.6
39,44.6
40,44.6
41,43.3
42,43.3
43,44.6
44,43.3
45,44.6
46,43.8
47,44.6
48,42.3
49,42.3
50,39.0
51,37.9
52,36.2
53,35.5
54,34.0
55,32.9
56,32.3
57,31.1
58,29.0
59,28.6
60,28.1
61,26.8
62,26.8
63,26.1
64,24.6
65,24.8
66,23.9
67,23.9
68,22.4
69,22.4
70,22.2
71,21.3
72,20.7
73,20.4
74,20.1
75,21.2
76,22.9
77,26.8
78,45.6
79,52.0
80,56.5
81,70.3
82,67.0
83,74.8
84,72.9
85,75.5
86,78.1
87,78.7
88,74.2
89,69.7
90,78.1
91,75.5
92,74.2
93,80.0
94,74.2
95,74.8
96,80.0
97,71.6
98,75.5
99,80.0
100,75.5
101,68.7
102,72.3
103,75.5
104,72.3
105,80.0
106,80.0
107,74.8
108,74.2
109,74.8
110,72.9
111,69.7
112,73.5
113,76.8
114,74.2
115,68.1
116,66.0
117,78.1
118,76.8
119,75.5
120,72.9
121,68.1
122,66.0
123,68.7
124,72.3
125,80.0
126,75.5
127,69.7
128,76.1
129,77.4
130,68.1
131,75.5
132,78.7
133,70.3
134,70.3
135,80.0
136,62.2
137,66.0
138,50.4
139,50.4
140,46.8
141,47.5
142,48.5
143,47.8
144,46.1
145,47.5
146,47.5
147,47.5
148,47.8
149,47.0
150,49.3
151,49.5
152,48.8
153,49.8
154,50.0
155,50.7
156,49.8
157,54.5
158,54.5
159,50.7
160,45.8
161,41.3
162,25.9
163,21.8
164,20.4
165,20.4
166,20.6
167,20.4
168,20.8
169,21.7
170,21.8
171,22.5
172,23.3
173,23.8
174,23.9
175,24.6
176,24.9
177,26.6
178,27.2
179,28.1
180,72.9
181,42.3
182,34.1
183,28.2
184,28.1
185,28.2
186,27.9
187,30.9
188,30.2
189,32.6
190,34.0
191,34.6
192,36.2
193,39.6
194,37.5
195,38.2
196,46.8
197,24.6
198,30.2
199,80.0
200,25.1
201,80.0
202,53.9
203,43.1
204,80.0
205,80.0
206,54.9
207,80.0
208,74.8
209,79.4
210,80.0
211,54.2
212,80.0
213,80.0
214,80.0
215,80.0
216,80.0
217,80.0
218,60.6
219,73.5
220,61.7
221,75.5
222,68.1
223,64.4
224,80.0
225,47.5
226,80.0
227,54.9
228,47.8
229,46.8
230,44.3
231,43.6
232,39.4
233,36.2
234,37.7
235,37.7
236,32.4
237,33.4
238,30.7
239,29.3
240,29.2
241,28.5
242,27.7
243,25.8
244,24.9
245,24.7
246,24.3
247,23.4
248,23.0
249,23.0
250,21.7
251,21.4
252,20.7
253,20.2
254,19.6
255,19.6
256,19.3
257,18.7
258,18.3
259,18.0
260,17.7
261,17.5
262,17.2
263,16.8
264,16.8
265,16.1
266,16.2
267,15.9
268,15.6
269,14.9
270,12.5
271,13.1
272,14.0
273,14.5
274,14.4
275,14.5
276,14.3
277,14.3
278,14.1
279,14.1
280,13.9
281,13.7
282,13.7
283,13.6
284,13.5
285,13.3
286,13.3
287,13.1
288,13.5
289,12.9
290,12.9
291,12.9
292,12.7
293,12.7
294,12.7
295,12.7
296,12.1
297,12.6
298,12.6
299,12.6
300,12.6
301,12.5
302,12.5
303,12.4
304,12.4
305,12.5
306,12.4
307,12.6
308,12.6
309,12.6
310,12.6
311,12.7
312,12.6
313,12.7
314,12.8
315,12.9
316,12.7
317,13.0
318,12.9
319,13.0
320,12.9
321,13.2
322,13.2
323,13.4
324,13.6
325,13.5
326,13.6
327,13.7
328,13.8
329,13.9
330,14.1
331,14.2
332,14.3
333,14.5
334,14.7
335,14.7
336,14.8
337,15.2
338,15.7
339,15.6
340,16.3
341,16.6
342,16.9
343,17.2
344,17.2
345,17.7
346,17.9
347,18.1
348,18.6
349,19.2
350,19.5
351,20.0
352,20.1
353,20.8
354,21.4
355,21.8
356,22.8
357,23.3
358,25.2
359,24.1
