0,39.7,50.7
1,50.7,44.85
2,50.0,50.0
3,49.0,49.0
4,48.0,48.0
5,48.3,48.3
6,48.5,48.5
7,48.8,48.8
8,46.3,48.05
9,47.3,47.3
10,46.1,46.1
11,47.3,47.3
12,44.6,46.55
13,45.8,45.8
14,45.3,45.3
15,43.8,43.8
16,43.8,43.8
17,44.3,44.3
18,44.3,44.3
19,44.1,44.1
20,41.8,43.35
21,42.6,42.6
22,41.8,41.8
23,40.3,40.3
24,39.9,39.9
25,40.6,40.6
26,40.8,40.8
27,39.4,39.4
28,40.6,40.6
29,39.0,39.75
30,38.9,38.9
31,39.4,39.4
32,39.4,39.4
33,39.7,39.7
34,39.7,39.7
35,39.2,39.2
36,39.7,39.7
37,38.7,38.7
38,39.6,39.6
39,39.7,39.7
40,38.4,38.4
41,38.0,38.0
42,39.0,39.0
43,39.9,39.9
44,39.0,39.0
45,38.5,38.5
46,38.4,38.4
47,39.7,39.7
48,38.2,38.2
49,38.0,38.0
50,39.2,39.2
51,39.7,39.7
52,40.1,40.1
53,39.9,39.9
54,39.7,39.7
55,39.2,39.2
56,39.0,39.0
57,38.9,38.9
58,39.9,39.9
59,39.7,39.7
60,41.3,40.25
61,40.8,40.8
62,41.3,41.3
63,41.3,41.3
64,39.9,39.9
65,42.6,41.25
66,42.6,42.6
67,43.1,43.1
68,41.6,41.6
69,44.1,41.45
70,41.3,43.7
71,43.3,42.7
72,44.1,44.1
73,44.8,44.8
74,45.6,45.6
75,47.5,45.1
76,44.6,46.05
77,44.6,44.6
78,47.0,46.2
79,47.8,47.8
80,49.0,49.0
81,50.7,48.4
82,47.8,50.1
83,49.5,49.099999999999994
84,50.4,50.4
85,48.3,50.7
86,51.0,49.95
87,51.6,51.6
88,53.3,54.05
89,56.5,61.8
90,70.3,57.3
91,58.1,64.2
92,58.1,58.1
93,58.4,58.4
94,56.2,60.05
95,61.7,62.15
96,68.1,66.35
97,71.0,72.44999999999999
98,76.8,71.95
99,72.9,77.44999999999999
100,78.1,76.45
101,80.0,79.05
102,80.0,80.0
103,80.0,80.0
104,80.0,80.0
105,78.1,80.0
106,80.0,78.4
107,78.7,78.7
108,80.0,80.0
109,80.0,80.0
110,70.3,80.0
111,80.0,74.5
112,78.7,78.7
113,80.0,80.0
114,74.8,72.45
115,64.9,73.55
116,72.3,60.7
117,56.5,62.45
118,52.6,52.75
119,49.0,51.650000000000006
120,50.7,49.85
121,50.7,50.7
122,48.0,50.85
123,51.0,49.5
124,51.0,51.0
125,46.8,49.9
126,48.8,48.05
127,49.3,49.3
128,48.5,48.5
129,49.0,49.0
130,49.5,49.5
131,47.8,49.4
132,49.3,49.3
133,47.3,48.65
134,48.0,48.0
135,49.0,49.0
136,47.8,47.8
137,48.3,48.3
138,48.5,48.5
139,49.0,49.0
140,49.0,49.0
141,46.6,49.15
142,49.3,46.8
143,47.0,48.15
144,47.0,47.0
145,48.5,48.5
146,48.3,48.3
147,48.5,48.5
148,46.6,49.25
149,50.0,47.95
150,49.3,49.3
151,48.5,48.5
152,47.8,47.8
153,43.1,43.849999999999994
154,39.9,39.2
155,35.3,37.099999999999994
156,34.3,34.3
157,33.1,33.1
158,31.1,31.1
159,29.1,29.55
160,28.0,28.0
161,26.3,26.5
162,25.0,25.0
163,23.9,23.9
164,23.4,23.4
165,22.2,22.2
166,21.7,21.7
167,21.1,21.1
168,20.4,20.4
169,20.5,20.5
170,21.5,21.5
171,27.9,29.25
172,37.0,37.849999999999994
173,47.8,44.95
174,52.9,52.8
175,57.8,57.0
176,61.1,57.3
177,56.8,64.05
178,67.0,57.75
179,58.7,60.6
180,54.2,57.900000000000006
181,57.1,55.2
182,56.2,56.2
183,61.7,57.3
184,58.4,59.75
185,57.8,57.8
186,57.1,57.1
187,58.7,56.95
188,56.8,55.150000000000006
189,51.6,56.95
190,57.1,53.400000000000006
191,55.2,57.3
192,57.5,56.150000000000006
193,57.1,57.1
194,56.5,56.5
195,54.5,55.5
196,54.5,54.5
197,54.5,54.5
198,54.5,54.5
199,55.8,55.8
200,55.2,55.2
201,49.3,53.75
202,52.3,50.45
203,51.6,51.6
204,50.0,50.45
205,49.3,49.3
206,51.3,48.3
207,47.3,50.05
208,48.8,48.8
209,48.8,48.8
210,49.5,49.5
211,49.8,49.8
212,48.5,48.5
213,50.4,48.9
214,49.3,49.3
215,51.0,49.15
216,49.0,50.4
217,49.8,49.8
218,48.8,48.8
219,51.0,49.3
220,49.8,49.8
221,47.3,49.15
222,48.5,48.5
223,48.8,48.8
224,47.8,47.8
225,49.3,49.3
226,48.3,48.3
227,49.0,49.0
228,49.0,49.0
229,48.8,48.8
230,49.3,49.3
231,47.5,49.4
232,49.5,48.4
233,49.3,49.3
234,50.7,50.7
235,50.7,50.7
236,46.8,50.0
237,49.3,47.9
238,49.0,49.0
239,47.8,47.8
240,51.3,49.099999999999994
241,50.4,50.4
242,52.0,50.849999999999994
243,51.3,51.3
244,49.5,50.4
245,49.5,49.5
246,51.0,51.0
247,52.9,51.65
248,52.3,52.3
249,53.3,53.3
250,52.0,52.0
251,52.0,52.0
252,55.2,51.8
253,51.6,54.25
254,53.3,53.400000000000006
255,55.2,53.9
256,54.5,54.5
257,58.1,55.65
258,56.8,56.8
259,52.9,56.95
260,57.1,55.0
261,57.1,57.1
262,52.3,55.5
263,53.9,50.8
264,49.3,50.849999999999994
265,47.8,47.8
266,34.3,37.099999999999994
267,26.4,28.549999999999997
268,22.8,24.25
269,22.1,22.1
270,32.6,22.55
271,23.0,27.5
272,22.4,22.4
273,22.5,22.5
274,22.3,22.3
275,22.6,22.6
276,23.7,23.7
277,23.7,23.7
278,24.4,24.4
279,25.0,25.0
280,25.8,25.8
281,26.3,26.3
282,26.8,26.8
283,28.1,28.1
284,28.8,28.8
285,29.8,29.8
286,30.6,30.6
287,30.7,30.7
288,34.0,32.9
289,35.1,35.1
290,38.2,38.35
291,41.6,44.0
292,49.8,50.5
293,59.4,54.75
294,59.7,59.7
295,58.1,53.35
296,47.0,51.6
297,45.1,46.3
298,45.6,45.6
299,44.3,44.3
300,44.1,44.1
301,44.8,44.8
302,45.6,45.6
303,44.1,44.1
304,43.1,43.1
305,44.3,44.3
306,42.1,44.45
307,44.6,43.2
308,44.3,44.3
309,44.1,44.1
310,42.6,42.6
311,42.3,42.3
312,44.8,43.3
313,44.3,44.3
314,44.6,44.6
315,44.3,44.3
316,44.1,44.1
317,46.3,43.85
318,43.6,45.2
319,44.1,44.1
320,44.6,44.6
321,44.1,44.1
322,46.1,44.35
323,44.6,44.6
324,47.0,44.45
325,44.3,45.3
