0.1,-16636,-16633
0.15000000000000002,-16184,-16181
0.2,-15730,-15729
0.25,-15276,-15274
0.3,-14819,-14817
0.35,-14365,-14365
0.39999999999999997,-13916,-13917
0.44999999999999996,-13468,-13465
0.49999999999999994,-13013,-13009
0.5499999999999999,-12556,-12553
0.6,-12096,-12101
0.65,-11643,-11649
0.7000000000000001,-11190,-11185
0.7500000000000001,-10735,-10730
0.8000000000000002,-10267,-10257
0.8500000000000002,-9792,-9800
0.9000000000000002,-9349,-9349
0.9500000000000003,-8892,-8897
1.0000000000000002,-8428,-8433
1.0500000000000003,-7968,-7969
1.1000000000000003,-7506,-7498
1.1500000000000004,-7037,-7037
1.2000000000000004,-6573,-6581
1.2500000000000004,-6112,-6121
1.3000000000000005,-5672,-5696
1.3500000000000005,-5224,-5229
1.4000000000000006,-4777,-4797
1.4500000000000006,-4338,-4344
1.5000000000000007,-3867,-3887
1.5500000000000007,-3417,-3445
1.6000000000000008,-2959,-2985
1.6500000000000008,-2535,-2560
1.7000000000000008,-2085,-2093
1.7500000000000009,-1624,-1669
1.800000000000001,-1206,-1233
1.850000000000001,-753,-785
1.900000000000001,-327,-363
1.950000000000001,88,35
