0,39.6
1,28.0
2,21.8
3,19.8
4,19.5
5,19.8
6,19.8
7,20.7
8,21.1
9,21.3
10,22.3
11,22.7
12,22.7
13,23.7
14,24.6
15,25.2
16,26.4
17,27.5
18,28.0
19,29.3
20,31.4
21,31.7
22,27.8
23,33.6
24,34.6
25,36.0
26,38.0
27,42.6
28,42.6
29,41.1
30,42.8
31,43.1
32,42.1
33,42.1
34,40.3
35,40.1
36,42.3
37,41.1
38,41.1
39,42.6
40,41.8
41,42.3
42,42.3
43,42.1
44,42.1
45,42.1
46,41.6
47,42.6
48,42.3
49,42.3
50,41.6
51,41.8
52,43.3
53,42.8
54,41.8
55,42.8
56,42.8
57,42.1
58,42.3
59,42.1
60,42.1
61,41.6
62,43.8
63,43.3
64,40.8
65,41.3
66,38.9
67,38.2
68,35.5
69,34.3
70,33.1
71,31.7
72,30.2
73,29.7
74,28.4
75,28.2
76,26.9
77,26.6
78,25.8
79,25.5
80,24.4
81,23.4
82,22.9
83,22.5
84,21.3
85,21.3
86,20.8
87,20.4
88,19.5
89,19.4
90,72.9
91,78.1
92,29.7
93,20.5
94,20.6
95,20.5
96,20.2
97,20.2
98,20.7
99,21.4
100,27.9
101,43.1
102,44.3
103,53.9
104,67.6
105,60.1
106,72.9
107,80.0
108,80.0
109,74.2
110,78.7
111,70.3
112,80.0
113,73.5
114,76.8
115,75.5
116,75.5
117,74.8
118,78.1
119,76.1
120,66.0
121,58.4
122,74.2
123,66.0
124,76.8
125,72.3
126,80.0
127,78.7
128,73.5
129,73.5
130,71.6
131,64.4
132,74.2
133,73.5
134,69.7
135,74.2
136,70.3
137,69.7
138,75.5
139,66.5
140,69.7
141,66.5
142,68.7
143,80.0
144,75.5
145,69.2
146,69.2
147,72.3
148,78.1
149,70.3
150,80.0
151,78.1
152,75.5
153,70.3
154,66.0
155,59.4
156,53.9
157,48.3
158,46.8
159,47.8
160,47.5
161,46.1
162,45.6
163,47.8
164,47.5
165,46.6
166,47.8
167,47.8
168,48.3
169,46.1
170,48.8
171,49.0
172,51.3
173,51.3
174,51.6
175,52.9
176,52.9
177,52.6
178,52.0
179,52.9
180,37.9
181,26.8
182,47.5
183,52.9
184,52.3
185,52.3
186,48.8
187,48.8
188,42.3
189,34.3
190,20.6
191,19.5
192,19.2
193,19.5
194,20.0
195,20.7
196,21.1
197,22.1
198,23.0
199,23.4
200,24.5
201,25.1
202,26.6
203,27.1
204,28.7
205,29.3
206,29.7
207,31.1
208,36.0
209,35.0
210,36.3
211,38.2
212,39.0
213,45.1
214,43.3
215,30.4
216,41.1
217,29.3
218,69.7
219,69.2
220,34.8
221,80.0
222,80.0
223,49.8
224,80.0
225,80.0
226,80.0
227,73.5
228,80.0
229,80.0
230,73.5
231,64.9
232,80.0
233,80.0
234,80.0
235,80.0
236,80.0
237,69.7
238,80.0
239,80.0
240,66.0
241,80.0
242,48.8
243,80.0
244,56.2
245,56.8
246,63.3
247,50.7
248,45.8
249,46.6
250,40.3
251,40.3
252,37.7
253,35.5
254,35.7
255,31.7
256,31.9
257,31.9
258,31.4
259,29.5
260,28.7
261,28.3
262,28.3
263,25.8
264,25.1
265,25.8
266,23.9
267,24.1
268,23.5
269,23.1
270,14.1
271,17.2
272,19.6
273,21.0
274,21.0
275,20.6
276,20.6
277,19.9
278,19.7
279,19.3
280,18.8
281,18.7
282,18.2
283,18.0
284,18.0
285,17.3
286,17.4
287,17.3
288,17.2
289,16.5
290,16.3
291,16.1
292,15.9
293,15.7
294,15.4
295,14.5
296,14.9
297,14.8
298,14.8
299,14.6
300,14.6
301,14.5
302,14.4
303,14.2
304,14.3
305,14.0
306,14.1
307,14.0
308,14.0
309,14.0
310,13.7
311,13.7
312,13.8
313,13.8
314,13.8
315,13.8
316,13.6
317,13.6
318,13.7
319,13.6
320,13.6
321,13.7
322,13.7
323,13.7
324,13.7
325,13.7
326,13.7
327,13.9
328,13.7
329,13.8
330,13.8
331,13.8
332,13.9
333,14.0
334,13.9
335,14.1
336,14.1
337,14.2
338,14.2
339,14.5
340,14.5
341,14.5
342,14.6
343,14.8
344,14.7
345,14.9
346,15.0
347,15.0
348,15.4
349,16.6
350,15.8
351,16.3
352,16.5
353,16.7
354,16.9
355,17.0
356,17.2
357,17.6
358,17.8
359,18.1
