0,14.8
1,16.2
2,17.2
3,15.8
4,15.5
5,16.4
6,15.6
7,16.3
8,16.5
9,16.8
10,17.4
11,17.5
12,17.4
13,17.4
14,16.8
15,16.5
16,16.6
17,16.4
18,16.4
19,16.1
20,15.9
21,15.6
22,15.6
23,15.4
24,15.2
25,14.9
26,14.9
27,14.6
28,14.8
29,14.8
30,14.6
31,14.7
32,14.7
33,14.9
34,15.6
35,14.8
36,14.7
37,14.6
38,14.6
39,14.6
40,14.4
41,14.5
42,14.5
43,14.5
44,14.5
45,14.5
46,14.6
47,14.6
48,14.5
49,14.5
50,14.7
51,14.6
52,14.7
53,14.8
54,14.8
55,14.6
56,14.9
57,14.7
58,14.9
59,15.2
60,15.2
61,15.3
62,15.4
63,15.7
64,15.6
65,15.9
66,15.8
67,16.2
68,17.0
69,16.6
70,16.8
71,16.9
72,17.2
73,17.6
74,17.8
75,18.1
76,18.0
77,18.4
78,18.4
79,18.8
80,19.1
81,19.4
82,20.2
83,19.9
84,20.1
85,20.6
86,20.6
87,20.5
88,20.1
89,20.2
90,17.1
91,19.6
92,22.5
93,22.0
94,21.9
95,22.5
96,22.7
97,22.8
98,22.5
99,22.7
100,22.0
101,21.5
102,21.2
103,21.1
104,21.1
105,20.7
106,20.0
107,19.9
108,19.6
109,19.5
110,19.4
111,19.3
112,19.2
113,18.7
114,19.4
115,18.1
116,18.3
117,18.2
118,18.1
119,17.9
120,17.6
121,17.7
122,17.8
123,17.4
124,17.4
125,17.5
126,17.2
127,17.1
128,17.4
129,17.3
130,17.2
131,16.8
132,17.0
133,18.0
134,16.9
135,17.0
136,16.9
137,16.9
138,16.9
139,17.1
140,17.0
141,17.0
142,16.9
143,17.0
144,17.3
145,16.9
146,17.3
147,17.4
148,17.9
149,17.5
150,17.6
151,17.8
152,17.7
153,17.7
154,18.2
155,18.1
156,18.5
157,18.4
158,18.4
159,19.0
160,18.9
161,19.2
162,19.2
163,19.3
164,19.4
165,19.8
166,19.9
167,20.4
168,20.7
169,21.3
170,24.8
171,30.1
172,36.0
173,59.4
174,66.0
175,64.4
176,59.7
177,60.1
178,57.5
179,59.1
180,80.0
181,54.5
182,62.7
183,68.7
184,58.1
185,60.1
186,59.7
187,55.8
188,59.1
189,64.9
190,58.1
191,63.8
192,76.8
193,67.0
194,80.0
195,68.7
196,80.0
197,72.3
198,66.5
199,78.1
200,71.0
201,72.3
202,75.5
203,57.8
204,52.0
205,47.3
206,50.7
207,46.8
208,54.9
209,47.8
210,52.0
211,80.0
212,52.6
213,35.8
214,37.4
215,73.5
216,32.6
217,80.0
218,42.3
219,54.2
220,63.8
221,69.7
222,80.0
223,58.4
224,73.5
225,80.0
226,72.9
227,80.0
228,80.0
229,78.7
230,80.0
231,80.0
232,80.0
233,70.3
234,57.1
235,61.1
236,63.8
237,52.9
238,55.2
239,54.2
240,43.8
241,44.3
242,45.6
243,38.5
244,38.2
245,36.3
246,34.0
247,33.6
248,30.6
249,29.9
250,28.8
251,27.7
252,25.2
253,25.4
254,24.7
255,24.1
256,20.8
257,22.9
258,22.0
259,20.8
260,20.6
261,20.0
262,19.6
263,18.9
264,18.5
265,18.3
266,18.0
267,17.2
268,17.0
269,16.9
270,10.3
271,11.4
272,14.3
273,15.0
274,14.8
275,14.7
276,14.6
277,14.5
278,14.2
279,13.9
280,13.9
281,13.7
282,13.5
283,13.2
284,13.1
285,13.0
286,12.8
287,12.6
288,12.4
289,12.0
290,11.9
291,11.7
292,11.7
293,11.4
294,11.3
295,11.3
296,11.2
297,10.8
298,11.0
299,10.9
300,10.7
301,10.5
302,10.4
303,10.5
304,10.3
305,10.2
306,10.1
307,10.3
308,10.0
309,10.1
310,9.9
311,9.9
312,10.0
313,10.0
314,9.9
315,9.9
316,9.8
317,9.9
318,9.8
319,9.9
320,9.8
321,9.9
322,9.9
323,9.9
324,9.9
325,9.8
326,9.9
327,10.0
328,10.0
329,10.0
330,10.1
331,10.1
332,10.1
333,10.2
334,10.4
335,10.5
336,10.6
337,10.7
338,10.6
339,10.8
340,11.0
341,11.1
342,11.2
343,11.3
344,11.6
345,11.6
346,11.7
347,12.0
348,12.1
349,12.4
350,12.3
351,12.7
352,12.7
353,13.0
354,12.9
355,13.4
356,13.6
357,13.7
358,14.1
359,14.3
